Station,Latitude,Longitude,Elevation,Abbreviation
294862,35.5678,-105.2131,1935.2,NM
295150,34.7675,-106.7611,1475.2,NM
295273,33.8225,-108.9417,2148.8,NM
295960,32.9547,-105.8242,2066.5,NM
295965,34.5208,-106.2606,1987.3,NM
296435,32.3789,-106.0911,1274.7,NM
297323,36.7058,-105.4036,2644.4,NM
297610,33.3075,-104.5083,1112.2,NM
297867,35.1086,-103.3283,1289.3,NM
298107,34.9358,-104.6805,1405.1,NM
298387,34.0828,-106.8831,1397.5,NM
298501,36.3628,-104.585,1794.7,NM
298535,32.2822,-106.7597,1182.9,NM
299156,35.2006,-103.6867,1245.4,NM
299165,33.0719,-106.0417,1350.3,NM
300023,42.1014,-77.2344,304.5,NY
300042,42.7431,-73.8092,83.8,NY
300085,42.2614,-77.785,539.5,NY
300093,42.1003,-78.75,457.2,NY
300183,42.3017,-77.9889,440.4,NY
300321,42.9328,-76.5447,234.7,NY
300443,43.0303,-78.1692,278.3,NY
300687,42.2067,-75.98,486.2,NY
300889,40.9464,-72.3067,18.3,NY
300937,43.2,-77.9333,163.1,NY
301012,42.9408,-78.7358,214.9,NY
301185,44.5772,-75.1097,136.6,NY
301401,44.8786,-73.3953,47.9,NY
301752,42.7167,-74.9267,383.1,NY
301799,42.6,-76.1833,344.1,NY
301966,44.7192,-73.7206,408.4,NY
301974,42.5656,-77.7175,201.2,NY
302060,42.0628,-75.4264,304.8,NY
302129,41.0072,-73.8344,61,NY
302610,42.0997,-76.8358,288.6,NY
303033,42.4497,-79.312,231.6,NY
303184,42.8767,-77.0308,218.8,NY
303259,41.5167,-73.9333,83.8,NY
303319,43.0492,-74.3592,246.9,NY
303773,42.7747,-77.6083,274.9,NY
304102,43.755,-74.2692,506,NY
304174,42.4489,-76.4489,292.6,NY
304555,44.2444,-73.9847,591.3,NY
304647,44.7583,-74.6692,142,NY
304791,43.0603,-74.8686,274.3,NY
304796,43.0333,-74.8667,109.7,NY
304844,43.1392,-78.6814,184.4,NY
304912,43.7975,-75.4817,262.1,NY
304996,44.8419,-74.3081,268.2,NY
305113,42.4694,-75.0106,373.4,NY
305426,41.7681,-74.155,379.5,NY
305512,42.8417,-75.7264,396.2,NY
305801,40.7789,-73.9692,39.6,NY
306085,42.5117,-75.5197,301.4,NY
306164,44.7281,-75.4442,85.3,NY
306314,43.4622,-76.4933,106.7,NY
306774,41.38,-74.6847,143.3,NY
306820,41.5997,-73.91,51.8,NY
307167,43.1167,-77.6767,162.5,NY
307484,43.0331,-73.8167,94.5,NY
307633,40.9586,-73.1047,12.2,NY
308248,42.6925,-73.8325,515.1,NY
308383,43.1092,-76.1033,125,NY
308600,42.75,-73.6831,7.3,NY
308631,44.2308,-74.4383,512.1,NY
308737,43.145,-75.3839,216.7,NY
308906,41.5514,-74.1628,115.8,NY
308910,42.7411,-78.51,332.2,NY
308944,44.1481,-74.9003,460.2,NY
309000,43.9761,-75.8753,151.5,NY
309292,41.3906,-73.9608,97.5,NY
309670,41.2664,-73.7975,204.2,NY
310090,35.3992,-80.1994,185.9,NC
311458,35.2325,-75.6219,3.4,NC
311677,35.9086,-79.0794,152.4,NC
312635,36.0164,-76.5517,3,NC
312719,36.3097,-76.205,2.4,NC
313017,35.0583,-78.8583,29.3,NC
313510,35.3444,-77.9647,33.2,NC
313969,36.3481,-78.4119,146.3,NC
313976,35.3297,-82.4492,658.4,NC
314055,35.0536,-83.1892,1170.4,NC
314684,35.1967,-77.5433,7.3,NC
314938,35.915,-81.5378,365.8,NC
315123,36.1028,-78.3039,79.2,NC
315177,34.6269,-79.025,34.1,NC
315340,35.6631,-82.0292,446.8,NC
315356,35.8036,-82.6658,609.6,NC
315771,34.9797,-80.5233,167.6,NC
315830,34.7336,-76.7358,3,NC
315838,35.7308,-81.6717,353.6,NC
315890,36.4992,-80.6508,317.3,NC
317202,36.3825,-79.6947,271.3,NC
317615,35.6836,-80.4822,213.4,NC
317994,35.5164,-78.3458,45.7,NC
318113,33.9947,-78.0078,6.1,NC
318292,35.81,-80.8808,289.6,NC
318500,35.8847,-77.5386,10.7,NC
318694,36.3919,-81.3039,876.3,NC
319147,35.4867,-82.9683,810.2,NC
319476,35.6939,-77.9456,33.5,NC
320941,48.8214,-100.4447,496.2,ND
321408,46.8769,-97.2328,285,ND
321871,48.9075,-103.2944,595,ND
322188,46.8911,-102.8111,749.8,ND
322365,47.3467,-102.5869,671.8,ND
323207,46.05,-100.6667,510.5,ND
323287,46.1581,-98.4,437.4,ND
323594,48.4181,-97.4247,252.1,ND
323621,47.9217,-97.0981,253,ND
324178,45.9925,-102.6442,816.9,ND
324203,47.4389,-97.0664,277.4,ND
324418,46.8844,-98.685,447.1,ND
324958,48.7622,-98.3447,492.3,ND
325220,46.4522,-97.6822,336.5,ND
325479,46.8128,-100.9097,533.4,ND
326015,46.6706,-100.2294,548.6,ND
326155,46.3719,-102.3164,772.7,ND
326255,46.5067,-99.7692,603.5,ND
326315,46.5414,-102.8692,804.4,ND
326947,48.9711,-97.2417,240.8,ND
327530,46.8886,-102.3192,752.9,ND
328792,48.3706,-100.3908,451.1,ND
329100,46.3233,-96.6108,291.4,ND
329445,48.6061,-100.2911,449,ND
331072,40.8128,-82.9694,291.1,OH
331152,40.2686,-80.9981,384,OH
331541,41.0517,-81.9361,359.7,OH
331592,39.6106,-82.9547,205.1,OH
331890,40.2403,-81.8711,231.6,OH
332098,41.2778,-84.3853,213.4,OH
332119,40.3175,-83.0739,280.4,OH
332791,41.0461,-83.6622,234.1,OH
333375,40.1,-84.65,312.1,OH
333758,39.2,-83.6167,335.3,OH
333780,41.3,-81.15,374.9,OH
334189,40.6489,-83.6061,303.3,OH
335041,39.6539,-81.8569,231.6,OH
335297,40.55,-81.9167,249.6,OH
335315,40.7692,-80.8561,356.6,OH
336118,41.2667,-82.6167,204.2,OH
336196,41.2667,-82.2167,248.7,OH
336600,39.8386,-81.9167,310.9,OH
336781,38.7569,-82.8872,164.6,OH
338313,41.1167,-83.1667,225.6,OH
338534,40.8333,-83.2833,260.3,OH
338552,40.1,-83.7833,304.8,OH
338769,41.2,-80.8167,274.3,OH
338822,41.5183,-84.1453,228.6,OH
338830,39.1114,-82.9797,170.7,OH
339312,40.7833,-81.9167,310.9,OH
340017,34.7864,-96.685,309.4,OK
340179,34.5903,-99.3344,420.6,OK
340256,34.2208,-95.615,143.3,OK
340292,34.1714,-97.1294,268.2,OK
340548,36.7683,-96.0261,217.9,OK
340593,36.8125,-100.5308,751.3,OK
340908,36.7236,-102.4806,1259.7,OK
341243,36.8003,-99.6403,588.3,OK
341504,35.1756,-98.5794,451.4,OK
341724,36.7747,-98.3583,359.7,OK
341828,36.3225,-95.5808,179.2,OK
342678,34.0003,-96.3686,182.9,OK
342912,36.4194,-97.8747,379.5,OK
342944,35.2164,-99.8628,627.9,OK
343497,35.6267,-98.3225,487.7,OK
343628,36.5914,-101.6181,1008.9,OK
343821,35.8161,-97.395,338.3,OK
343871,35.585,-99.3953,554.7,OK
344055,36.0942,-97.835,357.8,OK
344204,34.9894,-99.0525,474.3,OK
344235,35.0567,-96.3861,260.6,OK
344298,36.8589,-101.2172,912.9,OK
344573,36.7222,-97.7903,318.5,OK
344766,36.9031,-102.965,1325.9,OK
344861,35.8583,-97.9294,320,OK
345063,34.6097,-98.4572,350.5,OK
345509,34.8911,-99.5017,486.2,OK
345779,35.505,-96.9767,281.9,OK
345855,36.8833,-94.8833,245.4,OK
346130,35.7781,-95.3339,157.9,OK
346139,36.2283,-99.17,576.1,OK
346278,36.8914,-97.0586,347.5,OK
346629,36.1217,-98.315,370.3,OK
346638,35.4253,-96.3033,285,OK
346670,35.6239,-96.025,197.2,OK
346926,34.7253,-97.2814,286.5,OK
346935,36.6692,-96.3472,254.5,OK
347012,36.2886,-97.2897,312.4,OK
347254,35.0539,-94.6264,134.1,OK
348501,36.1175,-97.095,272.8,OK
348677,35.9369,-94.9644,259.1,OK
349395,34.1747,-97.9964,278,OK
349422,35.52,-98.6986,493.2,OK
349445,35.4814,-95.2039,167.6,OK
350304,42.2128,-122.7144,532.2,OR
350328,46.1569,-123.8825,2.7,OR
350412,44.8428,-117.8086,1024.4,OR
350694,44.0569,-121.285,1115.6,OR
351055,42.03,-124.2453,15.2,OR
351433,44.3914,-122.4811,292.6,OR
351765,45.2325,-120.1817,865.6,OR
351862,44.6342,-123.19,68.6,OR
351897,43.7917,-123.0275,181.4,OR
351946,42.8967,-122.1328,1973.6,OR
352135,42.9447,-117.3389,1287.8,OR
352406,43.6656,-123.3275,89,OR
352440,45.4539,-121.1303,405.4,OR
352997,45.5247,-123.1028,54.9,OR
353095,43.3936,-121.2122,1404.8,OR
353445,42.4244,-123.3236,283.5,OR
353770,45.4486,-122.1547,228,OR
353827,45.3653,-119.5639,574.5,OR
353847,45.8289,-119.2636,195.1,OR
354003,45.6847,-121.5175,152.4,OR
354506,42.2008,-121.7814,1249.1,OR
354670,42.2139,-120.3636,1456.3,OR
355162,43.265,-118.8447,1255.2,OR
355362,44.1781,-122.1156,450.5,OR
355384,45.2214,-123.1622,47.2,OR
355593,45.9428,-118.4089,295.7,OR
355734,45.4825,-120.7236,570,OR
356032,44.6431,-124.0556,37.2,OR
356073,43.4133,-124.2436,1.8,OR
356426,42.6922,-120.5403,1328.9,OR
356634,45.4756,-118.8253,524.3,OR
356883,44.3022,-120.8081,888.5,OR
356907,42.7342,-122.5164,756.5,OR
357169,42.9506,-123.3572,207.3,OR
357331,43.2131,-123.3658,129.5,OR
358466,45.1219,-122.07,341.4,OR
358494,45.4567,-123.8728,3,OR
358746,45.2081,-117.8758,842.8,OR
358797,43.9814,-117.2439,682.8,OR
358997,45.5722,-117.5314,890.9,OR
360106,40.6508,-75.4492,118.9,PA
361354,39.9353,-77.6394,195.1,PA
362537,39.805,-77.2292,164.6,PA
362682,42.08,-80.1825,222.5,PA
363028,41.4003,-79.8303,309.4,PA
363526,41.4167,-80.3667,344.4,PA
364385,40.3333,-78.9167,370,PA
364896,40.3333,-76.4667,137.2,PA
365915,41.8511,-75.8583,432.8,PA
366233,41.0172,-80.3619,251.5,PA
366689,40.8,-75.6167,125,PA
367029,41.7394,-75.4464,548.6,PA
367322,40.4269,-75.9319,109.7,PA
367477,41.42,-78.7497,414.5,PA
367931,40.7831,-76.8611,128,PA
368449,40.7933,-77.8672,356.6,PA
368596,41.0125,-75.1906,140.2,PA
368905,41.7511,-76.4431,231.6,PA
369050,39.915,-79.7192,291.4,PA
369298,41.85,-79.15,368.8,PA
369408,41.7003,-77.3894,554.1,PA
369464,39.9708,-75.635,114.3,PA
369728,41.2433,-76.9217,158.5,PA
369933,39.9167,-76.75,118.9,PA
370896,41.1667,-71.5833,33.5,RI
374266,41.4906,-71.5414,34.7,RI
376698,41.7219,-71.4325,15.5,RI
380074,33.4925,-81.6958,150,SC
380165,34.5283,-82.6606,243.8,SC
380559,32.3953,-80.6956,7.6,SC
380764,33.3631,-81.3292,98.8,SC
381277,34.0906,-82.5883,161.5,SC
381310,34.2428,-80.6564,42.7,SC
381549,32.78,-79.9319,3,SC
381588,34.7319,-79.8833,42.7,SC
381770,34.6603,-82.8236,251.2,SC
381944,33.9831,-81.0167,73.8,SC
381997,33.8314,-79.0558,6.1,SC
382260,34.3011,-79.8767,45.7,SC
383468,33.3619,-79.2239,3,SC
383747,34.8847,-82.2239,287.4,SC
383754,34.1997,-82.1711,187.5,SC
384690,34.5367,-80.5972,138.1,SC
384753,33.6775,-79.8283,22.9,SC
385017,34.4989,-82.0219,179.5,SC
385200,34.1942,-81.415,216.7,SC
386209,34.2978,-81.6236,145.1,SC
386527,33.4886,-80.8733,54.9,SC
387631,33.9978,-81.7747,146.3,SC
387722,34.635,-81.5206,158.5,SC
388426,33.0367,-80.2325,19.8,SC
388440,33.9364,-80.3569,53.9,SC
388887,34.7483,-83.0842,298.7,SC
389327,34.3739,-81.0928,170.7,SC
389350,34.9381,-81.0317,210.3,SC
389469,32.68,-80.8417,7.6,SC
390020,45.4433,-98.4131,395.3,SD
390043,43.4892,-99.0631,512.1,SD
390128,43.6567,-97.7853,412.4,SD
391392,43.3056,-96.5917,410,SD
391739,44.8817,-97.7325,549.9,SD
391972,43.9611,-101.8606,735.8,SD
392429,45.0481,-101.5992,723.9,SD
392797,45.7644,-99.6353,566.9,SD
392927,45.0364,-99.1342,478.5,SD
393029,44.0422,-98.07,374.9,SD
393217,44.0569,-99.0719,524.3,SD
393832,44.5222,-99.455,576.1,SD
394007,43.4378,-103.4739,1085.1,SD
394037,44.0122,-97.5242,474.9,SD
394516,43.9072,-99.8628,518.2,SD
395456,45.155,-98.5825,396.8,SD
395481,43.2358,-97.5714,403.6,SD
395536,45.2836,-96.6689,349,SD
395891,43.8894,-100.7078,707.1,SD
396170,44.4419,-100.4175,506,SD
396597,44.3814,-100.2856,531,SD
396947,44.115,-103.2828,1051.6,SD
398622,42.7625,-96.9194,362.7,SD
398932,44.9047,-97.1494,532.8,SD
399442,43.4978,-100.4794,664.5,SD
401790,36.5467,-87.3567,116.4,TN
402024,34.9939,-84.3758,442,TN
402108,35.5497,-89.7,117.3,TN
402202,36.0147,-85.1311,551.7,TN
402489,36.0747,-87.3936,237.7,TN
402589,36.4819,-87.8628,144.8,TN
404561,35.6214,-88.8456,121.9,TN
405187,35.4139,-86.8086,239.9,TN
405882,35.6717,-85.7811,286.5,TN
406371,35.9203,-86.3728,163.1,TN
406534,35.9833,-83.2008,315.8,TN
407884,36.4161,-82.9839,413,TN
409155,35.3453,-86.2089,311.5,TN
409219,36.3925,-89.0317,106.7,TN
409502,35.3042,-87.7592,228.6,TN
410120,32.7294,-99.3017,426.7,TX
410144,27.7283,-98.0678,61.3,TX
410174,30.3764,-103.66,1356.4,TX
410493,31.7414,-99.9764,534.9,TX
410498,30.9844,-103.7403,981.5,TX
410639,28.4575,-97.7061,77.7,TX
410832,30.1058,-98.4286,419.1,TX
410902,29.7978,-98.7347,440.1,TX
411000,35.5303,-102.2564,972.6,TX
411048,30.1592,-96.3972,95.4,TX
411138,31.7383,-98.9456,426.7,TX
411528,28.3392,-99.6328,170.7,TX
411772,33.6164,-95.0717,132.6,TX
412015,27.7742,-97.5122,13.4,TX
412019,32.1078,-96.4747,125.9,TX
412121,33.6517,-101.245,917.4,TX
412266,29.0567,-96.2319,21.3,TX
412598,32.0628,-98.3047,447.4,TX
412679,28.7567,-100.4789,247.5,TX
412797,31.8111,-106.3758,1194.2,TX
412906,28.0239,-99.3508,176.8,TX
413063,27.1394,-98.12,42.4,TX
413183,29.6778,-97.1111,158.5,TX
413280,30.9072,-102.9153,926,TX
413420,33.6461,-97.0592,265.2,TX
413734,33.1678,-96.0983,166.1,TX
413873,29.4706,-96.9397,83.8,TX
413992,33.1578,-99.7456,487.7,TX
415018,31.0717,-98.1847,314.6,TX
415196,30.0592,-94.795,10.7,TX
415272,30.7425,-98.6542,310.9,TX
415429,29.6753,-97.6564,121.9,TX
415618,32.5403,-94.3508,107.3,TX
415707,31.1333,-102.2217,757.7,TX
415869,31.7003,-96.5142,161.5,TX
415875,35.7,-100.6436,839.7,TX
416135,34.2192,-102.7328,1167.4,TX
416276,29.7192,-98.1189,208.8,TX
416794,33.6744,-95.5586,165.2,TX
416892,31.4167,-103.5,795.5,TX
417079,34.1892,-101.7022,1027.2,TX
417336,34.2761,-99.7578,488.3,TX
417622,26.3769,-98.8117,52.4,TX
417945,29.5333,-98.47,246.6,TX
418201,32.7136,-102.6597,1016.8,TX
418433,32.71,-100.9111,706.8,TX
418692,36.3372,-102.0753,1125.6,TX
418910,31.0781,-97.3183,193.5,TX
419532,32.7483,-97.77,291.1,TX
420086,37.4403,-112.4819,2145.8,UT
420738,37.6131,-109.4847,1854.7,UT
420788,37.2828,-109.5578,1318,UT
421731,41.5481,-112.1106,1289.3,UT
422101,39.2872,-112.6519,1399,UT
422253,40.1678,-110.395,1682.5,UT
422592,37.7686,-111.5978,1770.9,UT
422726,41.0222,-111.9353,1335,UT
422828,38.9664,-112.3278,1560.6,UT
422996,40.2842,-109.8611,1539.2,UT
423418,38.9906,-110.1544,1240.5,UT
423611,38.3706,-110.7153,1313.1,UT
423809,40.4917,-111.4261,1703.8,UT
424508,37.0286,-112.5367,1493.5,UT
424856,41.825,-111.3208,1822.7,UT
425065,39.5608,-111.8653,1614.8,UT
425186,41.7456,-111.8033,1460,UT
425402,39.2583,-111.6306,1749.6,UT
425477,38.45,-112.2292,1801.4,UT
425733,38.5744,-109.5458,1242.7,UT
425752,37.7981,-113.9256,1664.2,UT
425826,41.0428,-111.6722,1551.4,UT
426135,39.7122,-111.8319,1563,UT
426404,41.2442,-111.9464,1325.9,UT
426601,37.8239,-112.4419,2020.8,UT
426686,37.8497,-112.8278,1828.8,UT
427260,38.7619,-112.0775,1615.4,UT
427516,37.1069,-113.5611,844.3,UT
427559,38.9139,-111.4161,2304.3,UT
427714,39.2453,-112.1067,1619.7,UT
427729,39.6847,-111.2047,2655.4,UT
427909,40.5453,-111.5042,1831.8,UT
428119,40.0797,-111.6044,1438.7,UT
428705,38.9667,-109.7167,1554.2,UT
428771,40.5278,-112.2975,1546.6,UT
428973,40.3597,-111.8972,1370.7,UT
429111,40.4269,-109.5531,1668.5,UT
429382,40.7206,-114.0358,1291.4,UT
429595,41.525,-111.1494,1924.8,UT
429717,37.2083,-112.9842,1234.4,UT
431081,44.4681,-73.1503,100.6,VT
431243,43.3847,-72.5989,256.6,VT
431360,43.9833,-72.45,243.8,VT
431580,43.9572,-73.2106,105.2,VT
432769,44.9094,-72.8083,128,VT
437054,44.42,-72.0194,213.4,VT
437607,44.6264,-73.3031,33.5,VT
437612,44.0725,-72.9736,408.7,VT
440766,37.2017,-80.4133,640.1,VA
440993,37.7092,-78.2886,68.6,VA
441209,37.0925,-81.3358,935.1,VA
441593,38.0325,-78.5231,265.2,VA
442208,38.4553,-78.9353,426.7,VA
442245,36.5869,-79.3886,125,VA
442941,37.3264,-78.3864,137.2,VA
443192,38.3167,-77.45,27.4,VA
444101,37.2992,-77.2772,12.2,VA
444128,37.9969,-79.8317,681.5,VA
444876,37.795,-79.4136,342.9,VA
444909,39.0878,-77.6928,152.4,VA
446139,36.9033,-76.1922,9.1,VA
446626,36.7381,-82.9967,448.1,VA
446712,38.2322,-78.1203,158.5,VA
447338,36.9769,-79.8961,400.8,VA
448062,38.1814,-79.0903,499.9,VA
449151,37.3017,-76.7039,21.3,VA
449263,38.9036,-78.485,205.7,VA
450008,46.9658,-123.8292,3,WA
450587,48.7178,-122.5114,4.6,WA
450729,48.9775,-122.7928,18.3,WA
450945,47.1694,-122.0036,208.8,WA
451233,47.4144,-121.7561,475.5,WA
451276,46.72,-122.9528,56.4,WA
451484,48.9672,-122.3292,19.5,WA
451504,47.1856,-120.9469,585.2,WA
451630,48.5472,-117.9019,474.6,WA
451666,48.5467,-119.7492,707.1,WA
451939,47.3706,-123.16,6.4,WA
452007,47.6503,-118.1456,743.7,WA
452030,46.3153,-118.0022,474.6,WA
452505,46.9692,-120.54,451.1,WA
452675,47.9753,-122.195,18.3,WA
452914,47.9558,-124.3539,106.7,WA
453222,45.8081,-120.8428,499.9,WA
454154,46.2111,-119.1011,118.9,WA
454748,46.3675,-124.0378,7.6,WA
454764,46.7492,-121.812,841.9,WA
454769,46.1506,-122.9164,3.7,WA
455224,47.1358,-122.2558,176.5,WA
455946,48.9114,-117.8069,423.7,WA
456039,47.3286,-118.6997,466.3,WA
456096,48.6117,-122.8064,24.4,WA
456610,46.4686,-117.5894,579.1,WA
456624,48.1139,-123.4317,27.4,WA
456678,48.1161,-122.7586,30.5,WA
456789,46.7564,-117.1911,775.7,WA
456914,46.6533,-123.73,9.1,WA
457059,47.1139,-118.3772,557.8,WA
457267,47.0894,-117.5931,592.8,WA
457458,47.65,-122.3,5.8,WA
457507,48.4958,-122.2355,18.3,WA
457773,47.5414,-121.8361,134.1,WA
457938,47.6217,-117.5281,717.2,WA
458059,48.3511,-120.7267,387.1,WA
458207,46.3236,-120.0103,227.7,WA
458773,45.6778,-122.6519,64,WA
458928,46.1,-118.2833,355.4,WA
459012,47.6478,-120.0697,798.6,WA
459074,47.4247,-120.315,195.1,WA
459238,47.7569,-118.6775,679.7,WA
459376,48.4539,-120.1936,534.9,WA
461220,38.98,-80.2206,443.5,WV
461330,39.2047,-81.1572,231.6,WV
463544,38.9339,-80.8325,216.4,WV
465224,37.8564,-80.4042,701,WV
465626,39.5436,-80.4647,335.3,WV
465707,39.4019,-77.9844,162.8,WV
466867,39.1031,-79.6658,556.6,WV
466989,38.6667,-80.2,877.8,WV
467029,37.5744,-81.5356,390.1,WV
468384,38.8008,-81.3619,287.4,WV
469368,40.2753,-80.6119,201.2,WV
469610,37.6731,-82.2761,231.6,WV
469683,38.5278,-81.9153,186.2,WV
470349,46.5831,-90.9678,198.1,WI
470991,44.8558,-88.9889,329.2,WI
471078,42.6181,-89.3861,240.8,WI
472001,42.6708,-90.1183,292.6,WI
472839,43.7961,-88.4506,231.6,WI
473405,44.1192,-89.5342,331.9,WI
474546,42.8278,-90.7889,317,WI
475017,44.0869,-87.6522,178,WI
475120,44.6319,-90.1314,377,WI
475255,45.1308,-90.3439,448.1,WI
475474,43.0719,-88.0294,221.3,WI
475516,45.8864,-89.7322,488,WI
475808,44.5297,-90.6383,310.9,WI
475932,44.3589,-88.7189,243.8,WI
476208,44.8836,-87.9539,201.2,WI
476330,44.0206,-88.5581,228.6,WI
476718,43.5278,-89.4342,236.2,WI
476827,43.0514,-91.135,200.6,WI
476922,42.7022,-87.7861,181.4,WI
478027,45.8236,-91.8761,335.3,WI
478110,44.9686,-90.9389,332.2,WI
478827,43.5594,-90.8761,382.5,WI
478919,43.1742,-88.7364,251.5,WI
480140,43.7728,-111.0339,1962,WY
480540,44.3789,-108.0314,1169.5,WY
480552,42.6339,-106.3775,1831.8,WY
481675,41.15,-104.8167,1868.4,WY
481730,41.7592,-104.8219,1616.7,WY
481840,44.5219,-109.0633,1549,WY
481905,44.8711,-104.1533,1060.7,WY
482595,43.2281,-108.9489,1699.3,WY
482715,43.5397,-109.6553,2119.9,WY
483100,41.265,-110.9508,2080.3,WY
484065,41.5314,-109.4767,1852.3,WY
485345,44.5619,-110.3986,2398.8,WY
485415,41.3125,-105.6744,2214.7,WY
485830,42.7506,-104.4811,1551.4,WY
486195,43.4131,-106.2772,1481.3,WY
486440,43.8567,-110.5889,2072,WY
486660,43.8581,-104.2136,1315.2,WY
487115,43.2458,-108.6942,1658.1,WY
487240,41.1722,-104.1583,1578.9,WY
487260,42.8797,-109.8642,2193,WY
487388,44.7764,-108.7592,1332,WY
487760,43.0308,-108.3742,1510.3,WY
487845,41.5942,-109.0653,2055,WY
487990,41.4528,-106.8053,2069.6,WY
488160,44.8406,-106.8383,1143,WY
488995,42.0803,-104.2236,1249.1,WY
489615,42.1106,-104.9492,1413.7,WY
489770,44.0108,-107.9686,1237.5,WY
489905,44.9767,-110.6964,1898.9,WY
